second,avg_latency_ms_consul,throughput_consul,avg_cpu_consul,avg_memory_mb_consul,avg_latency_ms_etcd,throughput_etcd,avg_cpu_etcd,avg_memory_mb_etcd,avg_latency_ms_etcd2,throughput_etcd2,avg_cpu_etcd2,avg_memory_mb_etcd2,avg_latency_ms_zk,throughput_zk,avg_cpu_zk,avg_memory_mb_zk
547,14.010689,71,8.66,91.79,,,,,,,,,,,,
548,14.562079,69,8.66,91.79,,,,,,,,,,,,
549,14.424163,69,8.66,91.79,,,,,,,,,,,,
550,14.318767,70,8.67,91.79,,,,,,,,,,,,
551,14.522177,69,8.67,91.79,,,,,,,,,,,,
552,14.227636,70,8.67,91.79,,,,,,,,,,,,
553,14.515961,69,8.68,91.79,,,,,,,,,,,,
554,14.274934,70,8.68,91.79,,,,,,,,,,,,
555,14.273815,70,8.68,91.79,,,,,,,,,,,,
556,14.216892,70,8.68,91.79,,,,,,,,,,,,
557,14.557158,69,8.69,91.79,,,,,,,,,,,,
558,14.029526,71,8.69,91.79,,,,,,,,,,,,
559,14.575484,69,8.69,91.79,,,,,,,,,,,,
560,14.243867,70,8.69,91.79,,,,,,,,,,,,
561,14.620442,69,8.70,91.79,,,,,,,,,,,,
562,14.272040,70,8.70,91.79,,,,,,,,,,,,
563,14.167535,70,8.70,91.79,,,,,,,,,,,,
564,14.548714,69,8.71,91.79,,,,,,,,,,,,
565,14.521186,69,8.70,91.97,,,,,,,,,,,,
566,14.309422,69,8.71,91.97,,,,,,,,,,,,
567,14.464970,70,8.71,91.97,,,,,,,,,,,,
568,14.240063,70,8.71,91.97,,,,,,,,,,,,
569,14.385790,69,8.71,91.97,,,,,,,,,,,,
570,14.041402,72,8.72,91.97,,,,,,,,,,,,
571,14.166991,70,8.72,91.97,,,,,,,,,,,,
572,14.068107,71,8.72,91.97,,,,,,,,,,,,
573,14.243086,70,8.72,91.97,,,,,,,,,,,,
574,14.250500,70,8.73,91.97,,,,,,,,,,,,
575,14.152704,71,8.73,91.97,,,,,,,,,,,,
576,14.012939,71,8.73,91.97,,,,,,,,,,,,
577,14.302893,70,8.73,91.97,,,,,,,,,,,,
578,14.183203,71,8.73,91.97,,,,,,,,,,,,
579,13.879751,72,8.74,91.97,,,,,,,,,,,,
580,14.052627,71,8.74,91.97,,,,,,,,,,,,
581,14.252879,70,8.74,91.97,,,,,,,,,,,,
582,13.829023,72,8.75,91.97,,,,,,,,,,,,
583,13.942737,72,8.75,91.97,,,,,,,,,,,,
584,14.012240,72,8.75,91.97,,,,,,,,,,,,
585,14.054234,71,8.76,91.97,,,,,,,,,,,,
586,14.686944,68,8.76,91.97,,,,,,,,,,,,
587,14.514552,69,8.76,91.97,,,,,,,,,,,,
588,14.107016,71,8.76,91.97,,,,,,,,,,,,
589,14.272653,70,8.77,91.97,,,,,,,,,,,,
590,14.190675,70,8.77,91.97,,,,,,,,,,,,
591,14.062316,71,8.77,91.97,,,,,,,,,,,,
592,14.268990,70,8.78,91.97,,,,,,,,,,,,
593,14.300399,70,8.78,91.97,,,,,,,,,,,,
594,14.532123,69,8.78,91.97,,,,,,,,,,,,
595,14.030615,71,8.78,91.97,,,,,,,,,,,,
596,14.256530,70,8.78,91.97,,,,,,,,,,,,
597,14.254743,70,8.78,91.97,,,,,,,,,,,,
598,14.207297,71,8.79,91.97,,,,,,,,,,,,
599,13.890081,72,8.78,91.97,,,,,,,,,,,,
600,13.750004,72,8.79,91.97,,,,,,,,,,,,
601,13.846380,73,8.80,92.14,,,,,,,,,,,,
602,13.708782,72,8.80,92.14,,,,,,,,,,,,
603,13.862509,73,8.80,92.14,,,,,,,,,,,,
604,13.960180,71,8.80,92.14,,,,,,,,,,,,
605,13.639928,74,8.81,92.41,,,,,,,,,,,,
606,14.225395,70,8.80,92.41,,,,,,,,,,,,
607,13.625240,73,8.80,92.41,,,,,,,,,,,,
608,14.159891,71,8.81,92.41,,,,,,,,,,,,
609,14.252474,70,8.81,92.41,,,,,,,,,,,,
610,14.299870,70,8.81,92.58,,,,,,,,,,,,
611,14.283607,70,8.81,92.58,,,,,,,,,,,,
612,13.935638,72,8.82,92.58,,,,,,,,,,,,
613,13.741514,72,8.82,92.58,,,,,,,,,,,,
614,13.669120,73,8.82,92.67,,,,,,,,,,,,
615,13.839057,73,8.82,92.67,,,,,,,,,,,,
616,13.838673,72,8.82,92.67,,,,,,,,,,,,
617,13.479775,74,8.82,92.67,,,,,,,,,,,,
618,13.729611,73,8.82,92.67,,,,,,,,,,,,
619,13.406429,75,8.82,92.76,,,,,,,,,,,,
620,13.524865,74,8.83,92.85,,,,,,,,,,,,
621,13.774976,72,8.83,92.85,,,,,,,,,,,,
622,13.817912,72,8.83,92.85,,,,,,,,,,,,
623,13.676504,74,8.83,92.85,,,,,,,,,,,,
624,13.155072,76,8.83,92.85,,,,,,,,,,,,
625,13.895069,72,8.83,92.85,,,,,,,,,,,,
626,13.642942,73,8.84,92.85,,,,,,,,,,,,
627,14.031861,71,8.84,92.85,,,,,,,,,,,,
628,13.625954,73,8.84,92.94,,,,,,,,,,,,
629,13.843917,73,8.84,92.94,,,,,,,,,,,,
630,13.554022,73,8.84,93.02,,,,,,,,,,,,
631,14.011456,72,8.84,93.02,,,,,,,,,,,,
632,13.791521,72,8.84,93.02,,,,,,,,,,,,
633,14.332282,70,8.85,93.11,,,,,,,,,,,,
634,14.475528,69,8.84,93.11,,,,,,,,,,,,
635,14.470432,69,8.85,93.38,,,,,,,,,,,,
636,14.372553,69,8.85,93.38,,,,,,,,,,,,
637,14.624862,69,8.85,93.46,,,,,,,,,,,,
638,13.966845,71,8.85,93.55,,,,,,,,,,,,
639,14.161897,71,8.85,93.55,,,,,,,,,,,,
640,14.259272,70,8.85,93.81,,,,,,,,,,,,
641,14.587831,69,8.86,93.81,,,,,,,,,,,,
642,14.358859,69,8.85,93.90,,,,,,,,,,,,
643,14.447581,70,8.85,93.90,,,,,,,,,,,,
644,14.650917,68,8.85,93.90,,,,,,,,,,,,
645,14.245589,70,8.86,94.12,,,,,,,,,,,,
646,14.350919,70,8.88,96.06,,,,,,,,,,,,
647,14.698482,68,8.87,96.06,,,,,,,,,,,,
648,14.921012,67,8.87,96.23,,,,,,,,,,,,
649,14.810824,67,8.88,97.29,,,,,,,,,,,,
650,14.521424,69,8.87,97.37,,,,,,,,,,,,
651,14.479041,69,8.88,97.72,,,,,,,,,,,,
652,15.081290,66,8.88,97.90,,,,,,,,,,,,
653,14.415660,70,8.88,98.06,,,,,,,,,,,,
654,14.153594,70,8.88,98.15,,,,,,,,,,,,
655,14.469798,69,8.89,98.15,,,,,,,,,,,,
656,14.641248,69,8.88,98.26,,,,,,,,,,,,
657,14.484009,69,8.89,98.43,,,,,,,,,,,,
658,14.590885,68,8.89,98.43,,,,,,,,,,,,
659,14.094006,71,8.89,98.43,,,,,,,,,,,,
660,14.004753,72,8.89,98.43,,,,,,,,,,,,
661,14.026176,71,8.89,98.52,,,,,,,,,,,,
662,14.228989,70,8.90,98.79,,,,,,,,,,,,
663,14.208703,70,8.90,98.88,,,,,,,,,,,,
664,14.942342,67,8.90,98.88,,,,,,,,,,,,
665,14.203693,71,8.89,98.88,,,,,,,,,,,,
666,14.229365,70,8.89,98.88,,,,,,,,,,,,
667,14.510847,69,8.90,98.88,,,,,,,,,,,,
668,14.481225,69,8.90,99.23,,,,,,,,,,,,
669,14.590963,68,8.90,99.32,,,,,,,,,,,,
670,14.323453,70,8.91,99.32,,,,,,,,,,,,
671,14.170110,71,8.90,99.40,,,,,,,,,,,,
672,14.220843,70,8.90,99.40,,,,,,,,,,,,
673,14.107187,71,8.90,99.40,,,,,,,,,,,,
674,14.360571,70,8.91,99.58,,,,,,,,,,,,
675,14.459258,69,8.91,99.75,,,,,,,,,,,,
676,14.368292,69,8.91,99.84,,,,,,,,,,,,
677,14.624042,68,8.91,99.84,,,,,,,,,,,,
678,14.189469,71,8.91,99.84,,,,,,,,,,,,
679,14.187351,71,8.91,99.84,,,,,,,,,,,,
680,15.007843,66,8.91,100.20,,,,,,,,,,,,
681,13.942684,72,8.92,100.46,,,,,,,,,,,,
682,14.377909,69,8.92,100.46,,,,,,,,,,,,
683,14.247878,71,8.92,100.46,,,,,,,,,,,,
684,14.656003,68,8.91,100.46,,,,,,,,,,,,
685,14.483183,69,8.92,100.46,,,,,,,,,,,,
686,14.738910,68,8.91,100.54,,,,,,,,,,,,
687,14.351448,69,8.93,100.89,,,,,,,,,,,,
688,14.629371,68,8.94,101.87,,,,,,,,,,,,
689,15.305875,66,8.94,101.95,,,,,,,,,,,,
690,15.195859,66,8.94,102.57,,,,,,,,,,,,
691,15.159719,66,8.93,103.71,,,,,,,,,,,,
692,14.986941,66,8.94,104.15,,,,,,,,,,,,
693,15.589571,65,8.95,105.20,,,,,,,,,,,,
694,14.752574,67,8.95,106.33,,,,,,,,,,,,
695,15.768972,64,8.96,107.82,,,,,,,,,,,,
696,15.004881,66,8.96,108.40,,,,,,,,,,,,
697,15.280310,66,8.96,108.49,,,,,,,,,,,,
698,14.666792,68,8.96,108.76,,,,,,,,,,,,
699,15.323422,65,8.97,109.72,,,,,,,,,,,,
700,15.482342,65,8.97,109.90,,,,,,,,,,,,
701,14.887452,67,8.97,110.51,,,,,,,,,,,,
702,14.870784,67,8.97,110.51,,,,,,,,,,,,
703,15.095625,66,8.97,110.60,,,,,,,,,,,,
704,14.850843,68,8.97,110.87,,,,,,,,,,,,
705,14.731868,67,8.98,110.96,,,,,,,,,,,,
706,15.411245,65,8.98,110.96,,,,,,,,,,,,
707,15.438970,65,8.98,110.96,,,,,,,,,,,,
708,15.236137,66,8.98,110.96,,,,,,,,,,,,
709,14.976588,66,8.98,110.96,,,,,,,,,,,,
710,14.835415,68,8.98,110.96,,,,,,,,,,,,
711,15.157999,66,8.98,110.96,,,,,,,,,,,,
712,15.114063,66,8.98,110.96,,,,,,,,,,,,
713,15.051594,66,8.99,111.13,,,,,,,,,,,,
714,14.804180,68,8.99,111.13,,,,,,,,,,,,
715,14.924256,67,8.99,111.13,,,,,,,,,,,,
716,15.279639,43,8.98,111.13,,,,,,,,,,,,
