unix_ts,avg_latency_ms,throughput
1458767460,1976.526081,367
1458767461,1949.871665,637
1458767462,1995.035390,364
1458767463,1992.344548,637
1458767464,1981.819623,364
1458767465,1991.551866,700
1458767466,1996.726360,303
1458767467,1997.806997,698
1458767468,2034.771588,299
1458767469,2048.429658,640
1458767470,2044.979429,362
1458767471,2017.756890,628
1458767472,1940.524115,371
1458767473,2065.539446,627
1458767474,2024.493325,373
1458767475,1993.114833,617
1458767476,2025.319199,379
1458767477,1999.532515,629
1458767478,1974.583430,375
1458767479,1933.117879,633
1458767480,1946.359616,369
1458767481,1994.130515,631
1458767482,2019.867930,370
1458767483,1966.335779,642
1458767484,1945.917058,363
1458767485,1976.972514,708
1458767486,1954.407144,308
1458767487,1931.453224,775
1458767488,1933.059687,285
1458767489,1982.282082,734
1458767490,1904.124242,356
1458767491,1922.981972,651
1458767492,1941.183316,350
1458767493,1990.011087,668
1458767494,1910.543355,343
1458767495,1987.589842,660
1458767496,1954.434665,501
1458767497,1911.227914,516
1458767498,1927.151494,542
1458767499,1921.699936,461
1458767500,1995.037044,540
1458767501,1952.052426,465
1458767502,1955.708998,541
1458767503,1955.720589,461
1458767504,2009.965915,538
1458767505,1973.028781,482
1458767506,1971.339912,521
1458767507,2002.736674,477
1458767508,2002.884716,522
1458767509,1987.269980,483
1458767510,1881.961210,521
1458767511,2011.783612,476
1458767512,2023.130361,542
1458767513,1976.038502,461
1458767514,1981.286808,540
1458767515,1967.679617,458
1458767516,2020.928108,542
1458767517,1960.333149,461
1458767518,1992.981461,535
1458767519,1990.861221,515
1458767520,1967.121629,148
1458767521,2299.976169,867
1458767522,1393.248613,944
1458767523,992.662540,1065
1458767524,765.290493,1069
1458767525,694.543341,1966
1458767526,504.741360,1880
1458767527,587.371397,1660
1458767528,331.717475,3258
1458767529,387.236716,2444
1458767530,240.341117,4126
1458767531,315.729918,3432
1458767532,264.731242,3776
1458767533,297.851489,3172
1458767534,296.243833,3535
1458767535,287.699592,3367
1458767536,284.053642,3419
1458767537,247.441464,3894
1458767538,289.428984,3786
1458767539,258.734782,3328
1458767540,333.605751,3304
1458767541,281.259932,3740
1458767542,258.171579,3233
1458767543,325.058411,3306
1458767544,255.315756,4191
1458767545,302.216589,3190
1458767546,254.091929,4096
1458767547,265.468190,3328
1458767548,331.115915,3239
1458767549,273.290096,2793
1458767550,453.710957,2757
1458767551,286.509618,3611
1458767552,267.752263,3556
1458767553,240.945002,4017
1458767554,330.595632,3237
1458767555,255.091188,3904
1458767556,299.097708,3345
1458767557,245.186491,3987
1458767558,306.328355,2736
1458767559,266.384409,4412
1458767560,246.583507,3535
1458767561,314.248030,3517
1458767562,244.907316,4219
1458767563,300.874652,3335
1458767564,246.737728,4101
1458767565,251.658206,3063
1458767566,364.166593,3296
1458767567,279.711227,3519
1458767568,284.413560,3553
1458767569,308.646603,3183
1458767570,331.614880,2392
1458767571,283.542906,4327
1458767572,231.870512,4384
1458767573,378.108408,2635
1458767574,246.365184,3957
1458767575,248.257454,4134
1458767576,306.562686,2997
1458767577,248.617931,4129
1458767578,324.279801,2599
1458767579,271.128304,4404
1458767580,260.258961,3839
1458767581,343.123484,3048
1458767582,245.506565,3969
1458767583,237.763889,4223
1458767584,327.232879,2823
1458767585,316.790030,3235
1458767586,291.029002,3424
1458767587,324.461137,3085
1458767588,230.464381,4599
1458767589,380.331982,2385
1458767590,376.289162,2768
1458767591,239.825747,4352
1458767592,244.507811,3999
1458767593,314.424269,2780
1458767594,361.990223,3125
1458767595,281.530464,3576
1458767596,238.925018,3435
1458767597,285.827589,3997
1458767598,252.042294,3105
1458767599,329.345359,3823
1458767600,308.837127,3060
1458767601,243.145038,4318
1458767602,256.264679,3682
1458767603,259.615990,3290
1458767604,459.006418,2510
1458767605,257.220908,4071
1458767606,247.089777,4090
1458767607,319.401358,3104
1458767608,246.470210,4160
1458767609,252.621061,3369
1458767610,351.553916,3070
1458767611,323.210941,3338
1458767612,246.134717,3904
1458767613,241.594908,3907
1458767614,240.535090,4349
1458767615,373.755210,2623
1458767616,320.509983,3200
1458767617,236.824597,4168
1458767618,227.249214,4480
1458767619,358.847788,2824
1458767620,233.326885,4150
1458767621,236.171817,4344
1458767622,240.294837,4118
1458767623,399.200035,1731
1458767624,301.452569,4347
1458767625,250.224819,4032
1458767626,253.784537,3840
1458767627,253.355887,4054
1458767628,385.007603,2602
1458767629,265.953949,3904
1458767630,246.457186,3748
1458767631,256.431087,3224
1458767632,289.000417,4076
1458767633,418.195638,2456
1458767634,261.389567,3833
1458767635,235.283939,4269
1458767636,255.516757,4032
1458767637,242.789131,3904
1458767638,378.748604,2624
1458767639,261.715159,3904
1458767640,263.084324,3840
1458767641,252.171483,3903
1458767642,329.401078,3048
1458767643,230.605707,3443
1458767644,367.386289,3325
1458767645,258.396944,3840
1458767646,248.480361,2587
