unix_ts,avg_latency_ms,throughput,cpu_1,memory_mb_1,cpu_2,memory_mb_2,cpu_3,memory_mb_3,avg_cpu,avg_memory_mb
1458767637,242.789131,3904,121.44,2108.50,102.25,2139.73,91.18,1911.27,104.96,2053.17
1458767638,378.748604,2624,121.83,2109.03,102.10,2139.73,91.06,1912.00,105.00,2053.59
1458767639,261.715159,3904,121.87,2109.03,102.05,2139.73,90.96,1913.27,104.96,2054.01
1458767640,263.084324,3840,121.93,2109.55,102.65,2139.73,90.88,1924.65,105.15,2057.98
1458767641,252.171483,3903,121.90,2109.55,102.52,2139.73,91.55,1970.40,105.32,2073.23
1458767642,329.401078,3048,121.95,2110.08,102.42,2139.73,91.55,1972.57,105.31,2074.13
1458767643,230.605707,3443,122.86,2136.35,102.29,2139.73,91.41,1973.33,105.52,2083.14
1458767644,367.386289,3325,122.89,2136.35,102.88,2142.34,91.32,1457.90,105.70,1912.20
1458767645,258.396944,3840,122.94,2136.87,102.78,2142.34,91.23,1460.91,105.65,1913.37
1458767646,248.480361,2587,122.63,2136.87,102.54,2142.34,90.99,1460.91,105.39,1913.37
